id,SHA,command,environment,expected,exit,elapsed_ms,evidence_level,source_ledger
p7-basebackup,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_basebackup', '-h', '/tmp/a8dr-pg-68csddw3/socket', '-p', '55444', '-U', 'user', '-D', '/tmp/a8dr-pg-68csddw3/standby', '-R', '-X', 'stream', '-c', 'fast']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,60.8378,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-standby-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-68csddw3/standby', '-o', '-p 55448 -k /tmp/a8dr-pg-68csddw3/standby-socket -c archive_mode=off', '-l', '/tmp/a8dr-pg-68csddw3/standby.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,106.922789,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-standby-before,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT pg_is_in_recovery(),count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/standby-socket', 'PGPORT': '55448', 'PGUSER': 'user', 'PGDATABASE': 'payesh', 'OLD_PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'OLD_PGPORT': '55444'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,8.840603,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-stop-source,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-68csddw3/source', '-m', 'immediate', '-w', 'stop']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,101.70113,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-promote,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/failover-postgres.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/standby-socket', 'PGPORT': '55448', 'PGUSER': 'user', 'PGDATABASE': 'payesh', 'OLD_PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'OLD_PGPORT': '55444'}","Stopped old primary -> promote real standby; exit 0, correct role/data on independent query.",0,126.439196,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-standby-after,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT pg_is_in_recovery(),count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/standby-socket', 'PGPORT': '55448', 'PGUSER': 'user', 'PGDATABASE': 'payesh', 'OLD_PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'OLD_PGPORT': '55444'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,5.295192,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-verify-corrupt,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', 'verify']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Semantic invalid/error reported; exit alone not authoritative.,0,271.840987,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-restore-corrupt,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', '--pg1-path=/tmp/a8dr-pg-68csddw3/bad-target', '--type=immediate', 'restore']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Relevant nonempty corrupted archive data must fail restore. Earlier zero-data-file mutation is a disclosed ineffective control, not proof of bypass.",29,38143.042966,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-stop-standby,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-68csddw3/standby', '-m', 'immediate', '-w', 'stop']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,101.608186,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p7-stop-data,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-68csddw3/restore/pitr-20260922-211500-6422/data', '-m', 'immediate', '-w', 'stop']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-68csddw3/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-68csddw3/socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,101.481089,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-init,172da62b63f70d406ffad69893851a01b042ffc4,"['initdb', '-D', '/tmp/a8dr-pg-afjnpgpv/source', '-A', 'trust', '--no-locale']",{},"Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,325.890699,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-afjnpgpv/source', '-l', '/tmp/a8dr-pg-afjnpgpv/source.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,108.920502,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-create-db,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'postgres', '-tAXc', 'CREATE DATABASE payesh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,21.549417,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-seed,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""CREATE TABLE users(id int primary key, value text); INSERT INTO users SELECT i,'run8-'||i FROM generate_series(1,10)i;CREATE TABLE schools(id int primary key, value text); INSERT INTO schools SELECT i,'run8-'||i FROM generate_series(1,10)i;CREATE TABLE classes(id int primary key, value text); INSERT INTO classes SELECT i,'run8-'||i FROM generate_series(1,10)i;CREATE TABLE grades(id int primary key, value text); INSERT INTO grades SELECT i,'run8-'||i FROM generate_series(1,10)i;CREATE TABLE attendance(id int primary key, value text); INSERT INTO attendance SELECT i,'run8-'||i FROM generate_series(1,10)i""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,9.83159,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-stanza,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', 'stanza-create']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,12.104986,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-backup,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', '--type=full', 'backup']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,2025.506412,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-info,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', '--output=json', 'info']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,6.263366,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-before-target,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""INSERT INTO users VALUES(11,'keep'); SELECT pg_create_restore_point('arena_target');""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,11.103392,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-expected,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,9.041873,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-after-target,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""INSERT INTO users VALUES(12,'must-not-restore'); SELECT pg_switch_wal();""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,17.179432,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-archive-check,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', 'check']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,321.287566,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-restore-time,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--time', '2026-09-23 00:00:00+00', '--no-start', '--dest', '/tmp/a8dr-pg-afjnpgpv/time']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Timestamp remains single argv value; no command parsing failure. Actual recovery target availability checked separately.,48,11.364141,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-restore-latest,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--latest', '--no-start', '--dest', '/tmp/a8dr-pg-afjnpgpv/latest']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Documented latest option mapped to valid pgBackRest restore type.,32,11.824666,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-restore-native,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--native', '--time', '2026-09-23 00:00:00+00', '--no-start', '--dest', '/tmp/a8dr-pg-afjnpgpv/native']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Runbook documented command accepted; currently unsupported flag.,1,1.569066,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-restore-name,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--name', 'arena_target', '--no-start', '--dest', '/tmp/a8dr-pg-afjnpgpv/restore', '--port', '55447']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Named restore copies backup; no-start does NOT certify replay/promote.,0,295.503266,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-target-original-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-afjnpgpv/restore/pitr-20260922-211543-7343/data', '-o', '-c config_file=/tmp/a8dr-pg-afjnpgpv/restore/pitr-20260922-211543-7343/etc/postgresql.conf', '-l', '/tmp/a8dr-pg-afjnpgpv/restore/pitr-20260922-211543-7343/original.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Unmodified generated restore config boots and replays WAL for separate target.,1,108.527641,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-target-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-afjnpgpv/restore/pitr-20260922-211543-7343/data', '-o', '-c config_file=/tmp/a8dr-pg-afjnpgpv/restore/pitr-20260922-211543-7343/etc/postgresql.conf -c recovery_target_action=promote -c max_connections=100', '-l', '/tmp/a8dr-pg-afjnpgpv/restore/pitr-20260922-211543-7343/target.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,108.118702,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-actual,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/restore/pitr-20260922-211543-7343/run', 'PGPORT': '55447', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Dataset count/hash equal expected committed target manifest; see comparison JSON.,0,5.873265,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-source-identity,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT current_database(),current_setting('data_directory'),system_identifier FROM pg_control_system()""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,5.294318,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-target-identity,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT current_database(),current_setting('data_directory'),system_identifier FROM pg_control_system()""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/restore/pitr-20260922-211543-7343/run', 'PGPORT': '55447', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,5.145331,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-verify-correct,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-verify.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/restore/pitr-20260922-211543-7343/run', 'PGPORT': '55447', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,57.591645,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-verify-wrong-source,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-verify.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Evidence gate must distinguish wrong target/dataset from approved restore target; current verifier lacks expected identity inputs.,0,58.15024,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-verify-postgres-db,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-verify.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/restore/pitr-20260922-211543-7343/run', 'PGPORT': '55447', 'PGUSER': 'user', 'PGDATABASE': 'postgres'}",Wrong database without required tables rejected; wrapper currently forces this DB.,1,54.213104,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-promote-primary-guard,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/failover-postgres.sh', '--dry-run']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/restore/pitr-20260922-211543-7343/run', 'PGPORT': '55447', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Already-primary target rejected.,1,6.666805,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-basebackup,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_basebackup', '-h', '/tmp/a8dr-pg-afjnpgpv/socket', '-p', '55446', '-U', 'user', '-D', '/tmp/a8dr-pg-afjnpgpv/standby', '-R', '-X', 'stream', '-c', 'fast']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,63.285193,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-standby-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-afjnpgpv/standby', '-o', '-p 55450 -k /tmp/a8dr-pg-afjnpgpv/standby-socket -c archive_mode=off', '-l', '/tmp/a8dr-pg-afjnpgpv/standby.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,107.592922,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-standby-before,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT pg_is_in_recovery(),count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/standby-socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh', 'OLD_PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'OLD_PGPORT': '55446'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,9.099756,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-stop-source,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-afjnpgpv/source', '-m', 'immediate', '-w', 'stop']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,102.217677,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-promote,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/failover-postgres.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/standby-socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh', 'OLD_PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'OLD_PGPORT': '55446'}","Stopped old primary -> promote real standby; exit 0, correct role/data on independent query.",0,125.031479,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-standby-after,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT pg_is_in_recovery(),count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/standby-socket', 'PGPORT': '55450', 'PGUSER': 'user', 'PGDATABASE': 'payesh', 'OLD_PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'OLD_PGPORT': '55446'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,5.392679,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-verify-corrupt,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', 'verify']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Semantic invalid/error reported; exit alone not authoritative.,0,267.413491,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-restore-corrupt,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', '--pg1-path=/tmp/a8dr-pg-afjnpgpv/bad-target', '--type=immediate', 'restore']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Relevant nonempty corrupted archive data must fail restore. Earlier zero-data-file mutation is a disclosed ineffective control, not proof of bypass.",29,15142.710444,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-stop-standby,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-afjnpgpv/standby', '-m', 'immediate', '-w', 'stop']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,101.714012,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
p8-stop-data,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-afjnpgpv/restore/pitr-20260922-211543-7343/data', '-m', 'immediate', '-w', 'stop']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-afjnpgpv/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-afjnpgpv/socket', 'PGPORT': '55446', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,101.7119,E3 LOCAL REAL BINARIES (not E4),ledger-corruption-control.json
versions,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', '-c', 'psql --version; redis-server --version; pgbackrest version; uname -a; date -u +%FT%TZ']",{},"Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,17.284337,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-init,172da62b63f70d406ffad69893851a01b042ffc4,"['initdb', '-D', '/tmp/a8dr-pg-6cn4x7la/source', '-A', 'trust', '--no-locale']",{},"Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,309.083023,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
